State/UT,Year, Geographical Area,Total Forest Cover Area,Very Dense,Moderately Dense,Open Forest, Scrub Land,Mangrove,SO2,NO2,RSPM,SPM,PM25,Annual Rainfall
Daman & Diu,1995,112.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,12.3,0.0,292.0,0.0,0.0
Daman & Diu,1997,112.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daman & Diu,1999,112.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daman & Diu,2001,112.0,6.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daman & Diu,2003,112.0,8.0,0.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Daman & Diu,2005,112.0,8.0,0.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Daman & Diu,2007,112.0,6.0,0.0,1.0,5.0,3.0,1.0,196.8,294.9,1481.0,3468.0,0.0,0.0
Daman & Diu,2009,112.0,5.65,0.0,0.62,5.03,0.0,1.0,487.3000000000001,1262.1,3827.0,14917.0,0.0,0.0
Daman & Diu,2011,112.0,6.0,0.0,0.62,5.53,0.0,0.0,831.5000000000001,2176.9,240.0,4368.0,0.0,0.0
Daman & Diu,2013,12.0,9.27,0.0,1.87,7.4,0.96,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Daman & Diu,2015,112.0,119.61,1.4,5.82,112.39,0.55,3.0,636.0,1098.0,3655.0,0.0,1227.0,0.0
Daman & Diu,2017,111.0,20.49,1.4,5.82,13.27,0.27,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Daman & Diu,2019,111.0,20.49,1.4,5.69,13.4,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Delhi,1987,1483.0,15.0,0.0,0.0,15.0,0.0,0.0,367.8,448.8,0.0,13173.0,0.0,106.2
Delhi,1989,1483.0,22.0,12.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.83333333333334
Delhi,1991,1483.0,22.0,0.0,0.0,22.0,0.0,0.0,2070.9999999999995,3506.6000000000013,0.0,40709.0,0.0,131.29999999999998
Delhi,1993,1483.0,22.0,12.0,0.0,10.0,3.0,0.0,1773.9,3056.9,0.0,0.0,0.0,174.6
Delhi,1995,1483.0,16.0,16.0,0.0,0.0,0.0,0.0,2496.7000000000007,5076.000000000001,0.0,42282.0,0.0,273.03333333333336
Delhi,1997,1483.0,26.0,16.0,0.0,10.0,2.0,0.0,1775.1999999999994,3673.799999999999,0.0,37101.0,0.0,222.86666666666667
Delhi,1999,1483.0,88.0,35.0,0.0,53.0,3.0,0.0,1872.1000000000006,3864.6,0.0,39264.0,0.0,114.8
Delhi,2001,1483.0,111.0,38.0,0.0,73.0,4.0,0.0,1278.2999999999995,3862.400000000001,0.0,35296.0,0.0,161.83333333333334
Delhi,2003,1483.0,170.0,0.0,52.0,118.0,1.0,0.0,6699.0,28589.0,52365.0,244319.0,0.0,199.2
Delhi,2005,1483.0,176.0,0.0,54.0,122.0,0.62,0.0,6237.1999999999925,35888.49999999998,96117.0,244711.0,0.0,173.16666666666663
Delhi,2007,1483.0,177.0,7.0,50.0,120.0,1.0,0.0,3662.1,29094.59999999998,93186.0,225574.0,0.0,148.86666666666667
Delhi,2009,1483.0,76.582,6.76,49.841,19.981,0.0,0.0,4145.0999999999985,34951.69999999998,170207.0,340258.0,0.0,131.79999999999998
Delhi,2011,1483.0,176.0,7.0,49.0,120.0,0.0,0.0,3898.0,42816.0,161099.0,0.0,0.0,170.66666666666666
Delhi,2013,1483.0,179.81,6.76,49.38,123.67,2.24,0.0,1216.0,24318.0,61845.0,0.0,0.0,153.73333333333332
Delhi,2015,1483.0,188.77,6.94,57.15,124.68,2.0,0.0,4122.0,49305.0,160406.0,0.0,35287.0,145.1
Delhi,2017,1483.0,192.41,6.72,56.24,129.45,0.67,0.0,0.0,0.0,0.0,0.0,0.0,140.53333333333333
Delhi,2019,1483.0,195.44,6.72,56.42,132.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goa,1987,3702.0,1285.0,763.0,0.0,522.0,0.0,0.0,48.7,163.20000000000005,0.0,1453.0,0.0,2635.0
Goa,1989,3702.0,1297.0,975.0,0.0,322.0,0.0,3.0,48.3,138.3,0.0,1589.0,0.0,2771.5
Goa,1991,3702.0,1250.0,996.0,0.0,254.0,16.0,3.0,78.5,92.5,0.0,1371.0,0.0,2954.6
Goa,1993,3702.0,1244.0,995.0,0.0,249.0,16.0,3.0,16.2,32.8,0.0,0.0,0.0,3480.9
Goa,1995,3702.0,1247.0,995.0,0.0,252.0,0.0,3.0,81.1,30.1,0.0,231.0,0.0,2766.0
Goa,1997,3702.0,1247.0,995.0,0.0,252.0,16.0,5.0,897.6,312.2,0.0,1500.0,0.0,3027.2
Goa,1999,3702.0,1246.0,995.0,0.0,251.0,16.0,5.0,141.8,107.39999999999998,0.0,1243.0,0.0,2912.1
Goa,2001,3702.0,2095.0,1785.0,0.0,310.0,0.0,5.0,506.3,362.4,0.0,0.0,0.0,2395.4
Goa,2003,3702.0,2156.0,0.0,1255.0,901.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,2842.3
Goa,2005,3702.0,2164.0,55.0,1095.0,1014.0,2.0,16.0,243.40000000000003,577.7,5230.0,19318.0,0.0,3615.7
Goa,2007,3702.0,2151.0,511.0,624.0,1016.0,1.0,17.0,194.1,3417.4,15388.0,35637.0,0.0,3468.5
Goa,2009,3702.0,2212.0,543.0,578.0,1091.0,0.0,17.0,344.3000000000001,1689.3,9545.0,20871.0,0.0,2716.6
Goa,2011,3702.0,2219.0,543.0,585.0,1091.0,0.0,22.0,8106.0,15472.0,88499.0,24228.440000000028,0.0,3825.2
Goa,2013,3702.0,2219.0,543.0,585.0,1091.0,0.0,22.0,11171.0,18856.0,87164.0,28813.82000000003,0.0,3524.0
Goa,2015,3702.0,2024.0,542.0,380.0,1102.0,0.0,26.0,7607.0,16371.0,95856.0,0.0,26209.30000000001,2082.0
Goa,2017,3702.0,2229.0,538.0,576.0,1115.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,3443.4
Goa,2019,3702.0,2237.0,538.0,576.0,1123.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat,1987,196022.0,13143.0,7850.0,0.0,5293.0,0.0,427.0,1262.9999999999995,1936.1,0.0,17604.0,0.0,401.9
Gujarat,1987,196022.0,13143.0,7850.0,0.0,5293.0,0.0,427.0,1262.9999999999995,1936.1,0.0,17604.0,0.0,92.7
Gujarat,1989,196022.0,11258.0,5259.0,0.0,5999.0,0.0,412.0,3440.0000000000014,4439.600000000002,0.0,42417.0,0.0,822.8
Gujarat,1989,196022.0,11258.0,5259.0,0.0,5999.0,0.0,412.0,3440.0000000000014,4439.600000000002,0.0,42417.0,0.0,498.2
Gujarat,1991,196022.0,11510.0,6224.0,0.0,5286.0,2327.0,397.0,3942.399999999997,4451.9000000000015,0.0,50975.0,0.0,672.7
Gujarat,1991,196022.0,11510.0,6224.0,0.0,5286.0,2327.0,397.0,3942.399999999997,4451.9000000000015,0.0,50975.0,0.0,218.7
Gujarat,1993,196022.0,11625.0,6301.0,0.0,5324.0,2427.0,419.0,4791.899999999999,3629.7,0.0,789.0,0.0,941.4
Gujarat,1993,196022.0,11625.0,6301.0,0.0,5324.0,2427.0,419.0,4791.899999999999,3629.7,0.0,789.0,0.0,312.7
Gujarat,1995,196022.0,11631.0,6369.0,0.0,5262.0,0.0,689.0,11030.599999999993,4851.700000000002,0.0,61271.0,0.0,684.3
Gujarat,1995,196022.0,11631.0,6369.0,0.0,5262.0,0.0,689.0,11030.599999999993,4851.700000000002,0.0,61271.0,0.0,374.1
Gujarat,1997,196022.0,11587.0,6337.0,0.0,5250.0,2780.0,991.0,2041.9000000000005,1880.1,0.0,22522.0,0.0,1068.9
Gujarat,1997,196022.0,11587.0,6337.0,0.0,5250.0,2780.0,991.0,2041.9000000000005,1880.1,0.0,22522.0,0.0,600.2
Gujarat,1999,196022.0,11934.0,6430.0,0.0,5504.0,2948.0,1031.0,2676.4,3858.2,0.0,26331.0,0.0,568.4
Gujarat,1999,196022.0,11934.0,6430.0,0.0,5504.0,2948.0,1031.0,2676.4,3858.2,0.0,26331.0,0.0,380.7
Gujarat,2001,196022.0,15152.0,8673.0,0.0,6479.0,2408.0,911.0,542.2000000000002,1810.8,0.0,12907.0,0.0,849.0
Gujarat,2001,196022.0,15152.0,8673.0,0.0,6479.0,2408.0,911.0,542.2000000000002,1810.8,0.0,12907.0,0.0,510.2
Gujarat,2003,196022.0,14946.0,114.0,6231.0,8601.0,1743.0,916.0,0.0,0.0,0.0,8.0,0.0,1160.3
Gujarat,2003,196022.0,14946.0,114.0,6231.0,8601.0,1743.0,916.0,0.0,0.0,0.0,8.0,0.0,686.2
Gujarat,2005,196022.0,14715.0,114.0,6024.0,8577.0,1495.0,936.0,28000.99999999996,45144.00000000003,205322.0,386775.0,0.0,1316.4
Gujarat,2005,196022.0,14715.0,114.0,6024.0,8577.0,1495.0,936.0,28000.99999999996,45144.00000000003,205322.0,386775.0,0.0,631.6
Gujarat,2007,196022.0,14620.0,376.0,5249.0,8995.0,1463.0,1046.0,31529.799999999985,48838.79999999996,184581.0,385574.0,0.0,1178.9
Gujarat,2007,196022.0,14620.0,376.0,5249.0,8995.0,1463.0,1046.0,31529.799999999985,48838.79999999996,184581.0,385574.0,0.0,890.7
Gujarat,2009,196022.0,95576.0,376.0,5249.0,89951.0,0.0,1046.0,29357.399999999947,43580.099999999904,167837.0,351017.0,0.0,641.6
Gujarat,2009,196022.0,95576.0,376.0,5249.0,89951.0,0.0,1046.0,29357.399999999947,43580.099999999904,167837.0,351017.0,0.0,596.9
Gujarat,2011,196022.0,14619.0,376.0,5231.0,9012.0,0.0,1058.0,28916.0,48655.0,171462.0,0.0,0.0,890.5
Gujarat,2011,196022.0,14619.0,376.0,5231.0,9012.0,0.0,1058.0,28916.0,48655.0,171462.0,0.0,0.0,742.5
Gujarat,2013,196022.0,14653.0,376.0,5220.0,9057.0,1492.0,1103.0,19308.0,28411.099999999984,130487.0,43241.0,0.0,1118.6
Gujarat,2013,196022.0,14653.0,376.0,5220.0,9057.0,1492.0,1103.0,19308.0,28411.099999999984,130487.0,43241.0,0.0,681.8
Gujarat,2015,196022.0,14660.0,376.0,5220.0,9064.0,1490.0,1107.0,15519.0,22563.0,93925.0,0.0,33536.0,622.9
Gujarat,2015,196022.0,14660.0,376.0,5220.0,9064.0,1490.0,1107.0,15519.0,22563.0,93925.0,0.0,33536.0,441.7
Gujarat,2017,196244.0,14757.0,378.0,5200.0,9179.0,2194.0,1140.0,0.0,0.0,0.0,0.0,0.0,1024.4
Gujarat,2017,196244.0,14757.0,378.0,5200.0,9179.0,2194.0,1140.0,0.0,0.0,0.0,0.0,0.0,652.1
Gujarat,2019,196244.0,14857.0,378.0,5092.0,9387.0,2994.0,1177.0,0.0,0.0,0.0,0.0,0.0,0.0
Haryana,1987,44212.0,644.0,43.0,0.0,601.0,0.0,0.0,477.6,189.2,0.0,2689.0,0.0,106.2
Haryana,1989,44212.0,613.0,180.0,0.0,433.0,0.0,0.0,638.0000000000001,248.7,0.0,5719.0,0.0,138.83333333333334
Haryana,1991,44212.0,513.0,329.0,0.0,184.0,123.0,0.0,472.6,136.8,0.0,3776.0,0.0,131.29999999999998
Haryana,1993,44212.0,513.0,329.0,0.0,184.0,122.0,0.0,797.4,261.70000000000005,0.0,973.0,0.0,174.6
Haryana,1995,44212.0,603.0,370.0,0.0,233.0,0.0,0.0,1235.0000000000002,560.4000000000002,0.0,7509.0,0.0,273.03333333333336
Haryana,1997,44212.0,604.0,370.0,0.0,234.0,157.0,0.0,531.5999999999998,284.1,0.0,3990.0,0.0,222.86666666666667
Haryana,1999,44212.0,964.0,449.0,0.0,515.0,191.0,0.0,356.1,138.0,0.0,5512.0,0.0,114.8
Haryana,2001,44212.0,1754.0,1139.0,0.0,615.0,88.0,0.0,822.5999999999997,508.0,0.0,11274.0,0.0,161.83333333333334
Haryana,2003,44212.0,1517.0,2.0,518.0,997.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,199.2
Haryana,2005,44212.0,1587.0,3.0,523.0,1061.0,165.0,0.0,2727.999999999999,5694.700000000003,53499.0,118268.0,0.0,173.16666666666663
Haryana,2007,44212.0,1594.0,27.0,463.0,1104.0,145.0,0.0,1426.8999999999994,1911.8999999999985,19774.0,32697.0,0.0,148.86666666666667
Haryana,2009,44212.0,1594.0,27.0,463.0,1104.0,0.0,0.0,431.6,927.9,9348.0,10157.0,0.0,131.79999999999998
Haryana,2011,44212.0,1608.0,27.0,457.0,1124.0,0.0,0.0,6029.0,12230.0,63185.0,0.0,0.0,170.66666666666666
Haryana,2013,44212.0,1586.0,27.0,453.0,1106.0,150.0,0.0,1375.0,2929.0,21541.0,0.0,0.0,153.73333333333332
Haryana,2015,44212.0,1584.0,27.0,452.0,1105.0,151.0,0.0,1193.0,5683.0,4602.0,0.0,0.0,145.1
Haryana,2017,44212.0,1588.0,28.0,452.0,1108.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,140.53333333333333
Haryana,2019,44212.0,1602.0,28.0,451.0,1123.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Himachal Pradesh,1987,55673.0,12882.0,9908.0,0.0,2974.0,0.0,0.0,0.0,0.0,0.0,1821.0,0.0,1035.6
Himachal Pradesh,1989,55673.0,13377.0,7100.0,0.0,6277.0,0.0,0.0,56.10000000000001,365.3,0.0,5698.0,0.0,1177.2
Himachal Pradesh,1991,55673.0,11780.0,8911.0,0.0,2869.0,1918.0,0.0,125.89999999999998,1499.8000000000006,0.0,14241.0,0.0,1104.8
Himachal Pradesh,1993,55673.0,12502.0,9565.0,0.0,2937.0,1845.0,0.0,0.0,0.0,0.0,0.0,0.0,1128.3
Himachal Pradesh,1995,55673.0,12501.0,9565.0,0.0,2936.0,0.0,0.0,83.10000000000002,693.4999999999999,0.0,16930.0,0.0,1493.9
Himachal Pradesh,1997,55673.0,12521.0,9560.0,0.0,2961.0,1825.0,0.0,201.9,1068.5999999999997,0.0,8735.0,0.0,1454.5
Himachal Pradesh,1999,55673.0,13082.0,9120.0,0.0,3962.0,566.0,0.0,107.69999999999996,847.0,0.0,15691.0,0.0,1144.9
Himachal Pradesh,2001,55673.0,14360.0,10429.0,0.0,3931.0,566.0,0.0,308.1,1226.6,0.0,0.0,0.0,991.8
Himachal Pradesh,2003,55673.0,14353.0,1093.0,7883.0,5377.0,389.0,0.0,0.0,0.0,0.0,0.0,0.0,1034.5
Himachal Pradesh,2005,55673.0,14369.0,1097.0,7831.0,5441.0,383.0,0.0,912.9999999999994,6290.700000000005,5115.0,111009.0,0.0,1248.5
Himachal Pradesh,2007,55673.0,14668.0,3224.0,6383.0,5061.0,327.0,0.0,1804.6,19608.99999999998,97480.0,354421.0,0.0,1034.5
Himachal Pradesh,2009,55673.0,14668.0,3224.0,6383.0,5061.0,0.0,0.0,2500.6000000000017,19225.60000000001,137223.0,265224.0,0.0,956.5
Himachal Pradesh,2011,55673.0,14679.0,3224.0,6381.0,5074.0,0.0,0.0,4729.0,27128.0,222632.0,0.0,0.0,1108.3
Himachal Pradesh,2013,55673.0,14683.0,3224.0,6381.0,5078.0,298.0,0.0,5173.121666667001,34448.47,235111.0,0.0,0.0,1211.9
Himachal Pradesh,2015,55673.0,14696.0,3224.0,6381.0,5091.0,301.0,0.0,5867.626000001999,31945.563500084005,211428.84666669,0.0,0.0,1210.5
Himachal Pradesh,2017,55673.0,15100.0,3110.0,6705.0,5285.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,1182.2
Himachal Pradesh,2019,55673.0,15434.0,3113.0,7126.0,5195.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,1987,3287263.0,653965.0,361512.0,0.0,292453.0,0.0,4046.0,6853.699999999996,10092.9,0.0,115844.0,0.0,46387.99999999999
India,1989,3287263.0,634929.0,377520.0,0.0,257409.0,0.0,4255.0,14673.1,23460.3,0.0,194016.0,0.0,48520.7
India,1991,3287263.0,638319.0,388389.0,0.0,249930.0,64286.0,4244.0,26640.400000000038,40175.599999999984,0.0,366694.0,0.0,50407.90000000001
India,1993,3287263.0,635851.0,385576.0,0.0,250275.0,58943.0,4256.0,30127.599999999948,41683.900000000016,0.0,40378.0,0.0,51514.3
India,1995,3287263.0,635057.0,385756.0,0.0,249301.0,0.0,4533.0,41497.39999999993,54744.20000000008,0.0,408562.0,0.0,54038.2
India,1997,3287263.0,628570.0,367260.0,0.0,261310.0,57211.0,4827.0,37154.79999999995,52028.79999999999,0.0,404921.0,0.0,50982.3
India,1999,3287263.0,632422.0,377358.0,0.0,255064.0,51896.0,4871.0,34998.500000000015,50445.9,0.0,425265.0,0.0,49968.80000000002
India,2001,3287263.0,675538.0,416809.0,0.0,258729.0,37318.0,4482.0,30043.89999999999,56883.299999999945,0.0,395439.0,0.0,46897.30000000001
India,2003,3287263.0,678333.0,51285.0,339279.0,287769.0,40269.0,4448.0,15383.0,50480.0,150890.0,414631.0,0.0,48760.69999999999
India,2005,3287263.0,677088.0,54569.0,332647.0,289872.0,38475.0,4445.0,204325.79999999847,499744.39999999385,1966320.0,3966899.0,0.0,52431.49999999999
India,2007,3287263.0,690899.0,83510.0,319012.0,288732.0,41525.0,4639.0,326224.99999999057,848586.8000000095,3345836.0,6801833.0,0.0,54506.39999999999
India,2009,3287263.0,1106453.682,83427.76,501868.0,521158.0,0.0,4639.0,259374.699999994,717655.0000000133,3161129.0,6309753.0,0.0,41746.60000000001
India,2011,3287263.0,692027.0,83471.0,320736.0,287820.0,0.0,4662.0,410069.8516666577,1042655.6708333323,4306371.81233329,694140.8399999996,0.0,50146.39999999999
India,2013,3287263.0,697898.0,83502.0,318745.0,295651.0,41383.0,4628.0,406015.29483331135,974739.8096666904,4825539.78833363,174763.56999999998,0.0,53106.19999999999
India,2015,3287263.0,701673.0,85904.0,315374.0,300395.0,41362.0,4740.0,409552.12600000185,1163233.0635000838,5045369.371220091,0.0,282997.7239999997,46101.0
India,2017,3287469.0,708273.0,98518.0,308318.0,301797.0,610115.0,4921.0,0.0,0.0,0.0,0.0,0.0,49248.2
India,2019,3287469.0,712249.0,99278.0,308472.0,304499.0,42084.4,4975.0,0.0,0.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,1987,222236.0,20880.0,12978.0,0.0,7902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1216.0
Jammu & Kashmir,1989,222236.0,20424.0,10824.0,0.0,9600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1216.0
Jammu & Kashmir,1991,222236.0,20064.0,10986.0,0.0,9078.0,2540.0,0.0,0.0,0.0,0.0,0.0,0.0,1448.8
Jammu & Kashmir,1993,222236.0,20443.0,10953.0,0.0,9490.0,3108.0,0.0,0.0,0.0,0.0,0.0,0.0,1243.8
Jammu & Kashmir,1995,222236.0,20433.0,11020.0,0.0,9413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1619.6
Jammu & Kashmir,1997,222236.0,20440.0,11020.0,0.0,9420.0,3088.0,0.0,0.0,0.0,0.0,0.0,0.0,1295.9
Jammu & Kashmir,1999,222236.0,20441.0,11019.0,0.0,9422.0,3089.0,0.0,0.0,0.0,0.0,0.0,0.0,890.3
Jammu & Kashmir,2001,222236.0,21237.0,11848.0,0.0,9389.0,3087.0,0.0,0.0,0.0,0.0,0.0,0.0,952.7
Jammu & Kashmir,2003,222236.0,21267.0,2102.0,8395.0,10770.0,2947.0,0.0,0.0,0.0,0.0,0.0,0.0,1311.1
Jammu & Kashmir,2005,22236.0,21273.0,2135.0,8394.0,10744.0,2821.0,0.0,0.0,0.0,0.0,0.0,0.0,1692.7
Jammu & Kashmir,2007,222236.0,22686.0,4298.0,8977.0,9411.0,2036.0,0.0,0.0,0.0,0.0,0.0,0.0,1023.5
Jammu & Kashmir,2009,222236.0,22537.0,4140.0,8760.0,9637.0,0.0,0.0,800.9000000000003,1139.1,9352.0,18641.0,0.0,0.0
Jammu & Kashmir,2011,222236.0,22539.0,4140.0,8760.0,9639.0,0.0,0.0,334.0,735.0,6568.0,0.0,0.0,887.6
Jammu & Kashmir,2013,222236.0,22538.0,4140.0,8760.0,9638.0,2105.0,0.0,3420.0,1107.0,26571.0,0.0,0.0,859.3
Jammu & Kashmir,2015,222236.0,22988.0,4061.0,8815.0,10112.0,625.0,0.0,952.0,4501.0,34077.0,0.0,0.0,1572.8
Jammu & Kashmir,2017,222236.0,23241.0,4075.0,8579.0,10587.0,573.0,0.0,0.0,0.0,0.0,0.0,0.0,1278.9
Jammu & Kashmir,2019,222236.0,23612.0,4281.0,8612.0,10719.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
